Symbol,Name,Sector,Industry
SCM,Stellus Capital Investment Corporation,Finance,Finance/Investors Services
SCOA,ScION Tech Growth I Class A Ordinary Shares,Finance,Business Services
SCOAU,ScION Tech Growth I Unit,Finance,Business Services
SCOAW,ScION Tech Growth I Warrant,Finance,Business Services
SCOB,ScION Tech Growth II Class A Ordinary Shares,Finance,Business Services
SCOBU,ScION Tech Growth II Units,Finance,Business Services
SCOBW,ScION Tech Growth II Warrants,Finance,Business Services
SCOR,comScore Inc.,Miscellaneous,Business Services
SCPE,SC Health Corporation Class A Ordinary Shares,Finance,Business Services
SCPH,scPharmaceuticals Inc.,Health Care,Major Pharmaceuticals
SCPL,SciPlay Corporation Class A,Technology,Computer Software: Prepackaged Software
SCPS,Scopus BioPharma Inc.,Health Care,Major Pharmaceuticals
SCR,Score Media and Gaming Inc. Class A Subordinate Voting Shares,,
SCS,Steelcase Inc.,Consumer Durables,Office Equipment/Supplies/Services
SCSC,ScanSource Inc.,Technology,Retail: Computer Software & Peripheral Equipment
SCU,Sculptor Capital Management Inc. Class A,Finance,Investment Managers
SCVL,Shoe Carnival Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
SCVX,SCVX Corp. Class A Ordinary Shares,Finance,Business Services
SCWX,SecureWorks Corp. Class A,Technology,EDP Services
SCX,L.S. Starrett Company (The),Consumer Durables,Home Furnishings
SCYX,SCYNEXIS Inc.,Health Care,Major Pharmaceuticals
SD,SandRidge Energy Inc.,Energy,Oil & Gas Production
SDAC,Sustainable Development Acquisition I Corp. Class A,,
SDACU,Sustainable Development Acquisition I Corp. Unit,,
SDACW,Sustainable Development Acquisition I Corp. Warrant,Finance,Business Services
SDC,SmileDirectClub Inc. Class A,Health Care,Medical/Dental Instruments
SDGR,Schrodinger Inc.,Technology,Computer Software: Prepackaged Software
SDH,Global Internet of People Inc. Ordinary Shares,Miscellaneous,Business Services
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,,
SDPI,Superior Drilling Products Inc.,Energy,Metal Fabrications
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,Technology,Computer Software: Prepackaged Software
SEAC,SeaChange International Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
SEAH,Sports Entertainment Acquisition Corp. Class A,,
SEAS,SeaWorld Entertainment Inc.,Consumer Services,Movies/Entertainment
SEB,Seaboard Corporation,,
SECO,Secoo Holding Limited ADR,Miscellaneous,Diversified Commercial Services
SEDG,SolarEdge Technologies Inc.,Technology,Semiconductors
SEE,Sealed Air Corporation,Basic Industries,Containers/Packaging
SEED,Origin Agritech Limited,,
SEEL,Seelos Therapeutics Inc.,Health Care,Major Pharmaceuticals
SEER,Seer Inc. Class A,Consumer Durables,Specialty Chemicals
SEIC,SEI Investments Company,Finance,Investment Bankers/Brokers/Service
SELB,Selecta Biosciences Inc.,Health Care,Major Pharmaceuticals
SELF,Global Self Storage Inc.,Consumer Services,Real Estate Investment Trusts
SEM,Select Medical Holdings Corporation,Health Care,Hospital/Nursing Management
SEMR,SEMrush Holdings Inc. Class A,Technology,EDP Services
SENEA,Seneca Foods Corp. Class A,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp. Class B,Consumer Non-Durables,Packaged Foods
SENS,Senseonics Holdings Inc.,Health Care,Medical Specialities
SEPZ,Listed Funds Trust TrueShares Structured Outcome (September) ETF,,
SESN,Sesen Bio Inc.,Health Care,Major Pharmaceuticals
SF,Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service
SF^A,Stifel Financial Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.25% Non-Cumulative Preferred Stock Series A,,
SF^B,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.25% Non-Cumulative Preferred Stock Series B,,
SF^C,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C,,
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,Finance,Investment Bankers/Brokers/Service
SFBC,Sound Financial Bancorp Inc.,Finance,Savings Institutions
SFBS,ServisFirst Bancshares Inc.,Finance,Major Banks
SFE,Safeguard Scientifics Inc. New,Finance,Finance/Investors Services
SFET,Safe-T Group Ltd. American Depositary Share,Technology,Computer Software: Prepackaged Software
SFIX,Stitch Fix Inc. Class A,Consumer Services,Catalog/Specialty Distribution
SFL,SFL Corporation Ltd,Transportation,Marine Transportation
SFM,Sprouts Farmers Market Inc.,Consumer Non-Durables,Specialty Foods
SFNC,Simmons First National Corporation Class A,Finance,Major Banks
SFST,Southern First Bancshares Inc.,Finance,Major Banks
SFT,Shift Technologies Inc. Class A,Miscellaneous,Diversified Commercial Services
SFTW,Osprey Technology Acquisition Corp. Class A,,
SFUN,Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares HK$1.00 par value),Technology,EDP Services
SGA,Saga Communications Inc. Class A (FL),Consumer Services,Broadcasting
SGAM,Seaport Global Acquisition Corp. Class A,,
SGAMU,Seaport Global Acquisition Corp. Unit,,
SGAMW,Seaport Global Acquisition Corp. Warrant,Finance,Business Services
SGBX,SG Blocks Inc.,Basic Industries,Metal Fabrications
SGC,Superior Group of Companies Inc.,,
SGEN,Seagen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGFY,Signify Health Inc. Class A,Technology,Retail: Computer Software & Peripheral Equipment
SGH,SMART Global Holdings Inc. Ordinary Shares,Technology,Semiconductors
SGLB,Sigma Labs Inc.,Technology,EDP Services
SGLBW,Sigma Labs Inc. Warrant,,
SGMA,SigmaTron International Inc.,Technology,Electrical Products
SGMO,Sangamo Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMS,Scientific Games Corp,Consumer Services,Movies/Entertainment
SGOC,SGOCO Group Ltd Ordinary Shares (Cayman Islands),Consumer Non-Durables,Consumer Electronics/Appliances
SGRP,SPAR Group Inc.,Miscellaneous,Business Services
SGRY,Surgery Partners Inc.,Health Care,Managed Health Care
SGTX,Sigilon Therapeutics Inc.,Consumer Durables,Specialty Chemicals
SGU,Star Group L.P.,Public Utilities,Oil Refining/Marketing
SHAC,SCP & CO Healthcare Acquisition Company Class A,,
SHACU,SCP & CO Healthcare Acquisition Company Unit,,
SHACW,SCP & CO Healthcare Acquisition Company Warrant,Finance,Business Services
SHAK,Shake Shack Inc. Class A,Consumer Services,Restaurants
SHBI,Shore Bancshares Inc,Finance,Major Banks
SHC,Sotera Health Company,Health Care,Medical Specialities
SHEN,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,Finance,Major Banks
SHI,SINOPEC Shangai Petrochemical Company Ltd.,Basic Industries,Major Chemicals
SHIP,Seanergy Maritime Holdings Corp,,
SHIPW,Seanergy Maritime Holdings Corp Class A Warrants,,
SHIPZ,Seanergy Maritime Holdings Corp Class B Warrant,,
SHLS,Shoals Technologies Group Inc. Class A,Technology,Semiconductors
SHLX,Shell Midstream Partners L.P. Common Units representing Limited Partner Interests,Energy,Oilfield Services/Equipment
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,Consumer Services,Real Estate Investment Trusts
SHO^E,Sunstone Hotel Investors Inc. 6.950% Series E Cumulative Redeemable Preferred Stock,,
SHO^F,Sunstone Hotel Investors Inc. 6.450% Series F Cumulative Redeemable Preferred Stock,,
SHO^H,Sunstone Hotel Investors Inc. 6.125% Series H Cumulative Redeemable Preferred Stock,,
SHOO,Steven Madden Ltd.,Consumer Non-Durables,Shoe Manufacturing
SHOP,Shopify Inc. Class A Subordinate Voting Shares,,
SHSP,SharpSpring Inc.,Technology,Retail: Computer Software & Peripheral Equipment
SHW,Sherwin-Williams Company (The),Basic Industries,Paints/Coatings
SHYF,The Shyft Group Inc.,Capital Goods,Auto Manufacturing
SI,Silvergate Capital Corporation Class A,,
SIBN,SI-BONE Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SIC,Select Interior Concepts Inc. Class A,Capital Goods,Homebuilding
SID,Companhia Siderurgica Nacional S.A.,Basic Industries,Steel/Iron Ore
SIEB,Siebert Financial Corp.,Finance,Investment Bankers/Brokers/Service
SIEN,Sientra Inc.,Health Care,Medical Electronics
SIF,SIFCO Industries Inc.,Capital Goods,Office Equipment/Supplies/Services
SIFY,Sify Technologies Limited American Depositary Shares,Consumer Services,Telecommunications Equipment
SIG,Signet Jewelers Limited Common Shares,Consumer Services,Consumer Specialties
SIGA,SIGA Technologies Inc.,Health Care,Major Pharmaceuticals
SIGI,Selective Insurance Group Inc.,Finance,Property-Casualty Insurers
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,Finance,Property-Casualty Insurers
SII,Sprott Inc. Common Shares,,
SILC,Silicom Ltd Ordinary Shares,Technology,Computer Manufacturing
SILK,Silk Road Medical Inc.,Health Care,Medical/Dental Instruments
SILV,SilverCrest Metals Inc. Common Shares,Capital Goods,Industrial Machinery/Components
SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares,Basic Industries,Steel/Iron Ore
SIMO,Silicon Motion Technology Corporation American Depositary Shares,Technology,Semiconductors
SINO,Sino-Global Shipping America Ltd.,Transportation,Oil Refining/Marketing
SINT,SiNtx Technologies Inc.,Health Care,Industrial Specialties
SIOX,Sio Gene Therapies Inc.,Health Care,Major Pharmaceuticals
SIRI,Sirius XM Holdings Inc.,Consumer Services,Broadcasting
SITC,SITE Centers Corp.,Consumer Services,Real Estate Investment Trusts
SITC^A,SITE Centers Corp. 6.375% Class A Preferred Shares,,
SITE,SiteOne Landscape Supply Inc.,,
SITM,SiTime Corporation,Technology,Semiconductors
SIVB,SVB Financial Group,Finance,Major Banks
SIVBP,SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks
SIX,Six Flags Entertainment Corporation New,Consumer Services,Movies/Entertainment
SJ,Scienjoy Holding Corporation Ordinary Shares,Technology,EDP Services
SJI,South Jersey Industries Inc.,Public Utilities,Oil/Gas Transmission
SJIJ,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,Public Utilities,Oil/Gas Transmission
SJIV,South Jersey Industries Inc. Corporate Units,Public Utilities,Oil/Gas Transmission
SJM,J.M. Smucker Company (The) New,Consumer Non-Durables,Packaged Foods
SJR,Shaw Communications Inc.,Consumer Services,Television Services
SJT,San Juan Basin Royalty Trust,Energy,Oil & Gas Production
SJW,SJW Group (DE),Public Utilities,Water Supply
SKIN,The Beauty Health Company Class A,Consumer Non-Durables,Package Goods/Cosmetics
SKINW,The Beauty Health Company Warrant expiring 5/4/2026,Finance,Business Services
SKLZ,Skillz Inc. Class A,Technology,EDP Services
SKM,SK Telecom Co. Ltd.,Public Utilities,Telecommunications Equipment
SKT,Tanger Factory Outlet Centers Inc.,Consumer Services,Real Estate Investment Trusts
SKX,Skechers U.S.A. Inc.,Consumer Non-Durables,Shoe Manufacturing
SKY,Skyline Champion Corporation,Basic Industries,Homebuilding
SKYAU,Skydeck Acquisition Corp. Units,Finance,Business Services
SKYT,SkyWater Technology Inc.,Technology,Semiconductors
SKYW,SkyWest Inc.,Transportation,Air Freight/Delivery Services
SLAB,Silicon Laboratories Inc.,Technology,Semiconductors
SLAC,Social Leverage Acquisition Corp I Class A,,
SLAM,Slam Corp. Class A Ordinary Share,Finance,Business Services
SLAMU,Slam Corp. Unit,Finance,Business Services
SLAMW,Slam Corp. warrant,,
SLB,Schlumberger N.V.,Energy,Oilfield Services/Equipment
SLCA,U.S. Silica Holdings Inc.,Energy,Metal Fabrications
SLCR,Silver Crest Acquisition Corporation Class A Ordinary Share,Finance,Business Services
SLCRU,Silver Crest Acquisition Corporation Unit,Finance,Business Services
SLCRW,Silver Crest Acquisition Corporation Warrant,Finance,Business Services
SLCT,Select Bancorp Inc.,Finance,Major Banks
SLDB,Solid Biosciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLF,Sun Life Financial Inc.,Technology,Advertising
SLG,SL Green Realty Corp,Consumer Services,Real Estate Investment Trusts
SLG^I,SL Green Realty Corporation Preferred Series I,,
SLGG,Super League Gaming Inc.,Consumer Services,Publishing
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,Basic Industries,Precious Metals
SLGN,Silgan Holdings Inc.,Consumer Durables,Containers/Packaging
SLM,SLM Corporation,Finance,Finance: Consumer Services
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,Finance,Finance: Consumer Services
SLN,Silence Therapeutics Plc American Depository Share,Health Care,Major Pharmaceuticals
SLNG,Stabilis Solutions Inc.,Energy,Oilfield Services/Equipment
SLNO,Soleno Therapeutics Inc.,Health Care,Major Pharmaceuticals
SLP,Simulations Plus Inc.,Technology,Computer Software: Prepackaged Software
SLQT,SelectQuote Inc.,Finance,Specialty Insurers
SLRC,SLR Investment Corp.,Finance,Finance/Investors Services
SLRX,Salarius Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
SLS,SELLAS Life Sciences Group Inc.,Health Care,Major Pharmaceuticals
SM,SM Energy Company,Energy,Oil & Gas Production
SMAR,Smartsheet Inc. Class A,Technology,EDP Services
SMBC,Southern Missouri Bancorp Inc.,Finance,Banks
SMBK,SmartFinancial Inc.,Finance,Major Banks
SMCI,Super Micro Computer Inc.,Technology,Computer Manufacturing
SMED,Sharps Compliance Corp.,Public Utilities,Environmental Services
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Finance,Commercial Banks
SMG,Scotts Miracle-Gro Company (The),Basic Industries,Agricultural Chemicals
SMHI,SEACOR Marine Holdings Inc. ,Transportation,Marine Transportation
SMID,Smith-Midland Corporation,Capital Goods,Building Materials
SMIT,Schmitt Industries Inc.,Capital Goods,Industrial Machinery/Components
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,Energy,Oilfield Services/Equipment
SMM,Salient Midstream Common Shares of Beneficial Interest,,
SMMF,Summit Financial Group Inc.,Finance,Major Banks
SMMT,Summit Therapeutics Inc. ,Consumer Durables,Specialty Chemicals
SMP,Standard Motor Products Inc.,Capital Goods,Auto Parts:O.E.M.
SMPL,The Simply Good Foods Company,Consumer Non-Durables,Packaged Foods
SMSI,Smith Micro Software Inc.,Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation,Technology,Semiconductors
SMTI,Sanara MedTech Inc.,Health Care,Industrial Specialties
SMTS,Sierra Metals Inc.,Basic Industries,Precious Metals
SMWB,Similarweb Ltd. Ordinary Shares,,
SNA,Snap-On Incorporated,Capital Goods,Diversified Manufacture
SNAP,Snap Inc. Class A,Technology,Internet and Information Services
SNBR,Sleep Number Corporation,Consumer Durables,Home Furnishings
SNCR,Synchronoss Technologies Inc.,Technology,EDP Services
SNCY,Sun Country Airlines Holdings Inc.,Transportation,Air Freight/Delivery Services
SND,Smart Sand Inc.,Energy,Metal Fabrications
SNDL,Sundial Growers Inc. Common Shares,,
SNDR,Schneider National Inc.,Transportation,Trucking Freight/Courier Services
SNDX,Syndax Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
SNES,SenesTech Inc.,Basic Industries,Multi-Sector Companies
SNEX,StoneX Group Inc.,Finance,Investment Bankers/Brokers/Service
SNFCA,Security National Financial Corporation Class A,Finance,Finance: Consumer Services
SNGX,Soligenix Inc.,Health Care,Major Pharmaceuticals
SNGXW,Soligenix Inc. Warrant,,
SNII,Supernova Partners Acquisition Company II Ltd. Class A Ordinary Shares,,
SNMP,Evolve Transition Infrastructure LP,Energy,Oil & Gas Production
SNN,Smith & Nephew SNATS Inc.,Health Care,Industrial Specialties
SNOA,Sonoma Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
SNOW,Snowflake Inc. Class A,Technology,Computer Software: Prepackaged Software
SNP,China Petroleum & Chemical Corporation,Energy,Integrated oil Companies
SNPR,Tortoise Acquisition Corp. II Class A Ordinary Shares,Finance,Business Services
SNPS,Synopsys Inc.,Technology,EDP Services
SNR,New Senior Investment Group Inc.,Consumer Services,Real Estate Investment Trusts
SNRH,Senior Connect Acquisition Corp. I Class A,,
SNRHU,Senior Connect Acquisition Corp. I Unit,,
SNRHW,Senior Connect Acquisition Corp. I Warrant,Finance,Business Services
SNSE,Sensei Biotherapeutics Inc.,Health Care,Major Pharmaceuticals
SNV,Synovus Financial Corp.,Finance,Major Banks
SNV^D,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,,
SNV^E,Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,,
SNX,Synnex Corporation,Technology,EDP Services
SNY,Sanofi ADR,Health Care,Major Pharmaceuticals
SO,Southern Company (The),Public Utilities,Power Generation
SOAC,Sustainable Opportunities Acquisition Corp. Class A Ordinary Shares,Basic Industries,Precious Metals
SOFI,SoFi Technologies Inc. ,,
SOFIW,SoFi Technologies Inc. Warrants,,
SOGO,Sogou Inc. American Depositary Shares each representing one Class A Ordinary Share,Technology,EDP Services
SOHO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,Consumer Services,Real Estate Investment Trusts
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,Consumer Services,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,Consumer Services,Real Estate Investment Trusts
